employee_id,department,job_role,monthly_income,years_at_company,attrition_probability,attrition_risk_level,engagement_score,current_skills_count,missing_skills_count,career_readiness_pct,missing_skills,recommended_learning_plan
1013,Research & Development,Manufacturing Director,10739,10,0.1018,LOW,75.0,12,8,60.0,Active Learning|Amazon Web Services AWS software|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
1014,Research & Development,Healthcare Representative,10388,16,0.1469,LOW,75.0,11,8,57.89,Active Listening|Critical Thinking|Google Analytics|Google Workspace software|IBM SPSS Statistics|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1015,Research & Development,Research Director,11416,8,0.1898,LOW,62.5,11,11,50.0,Active Listening|Adobe Photoshop|ESRI ArcGIS software|Learning Strategies|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1016,Research & Development,Research Scientist,2600,1,0.8833,HIGH,50.0,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|C|GitHub|Go|Learning Strategies|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1017,Research & Development,Laboratory Technician,2422,3,0.3075,LOW,50.0,8,12,40.0,Billing software|Commercial plate reader software|Critical Thinking|Database software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|SAP software|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1018,Research & Development,Manufacturing Director,5472,8,0.0825,LOW,87.5,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Microsoft PowerPoint|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1019,Research & Development,Laboratory Technician,2451,4,0.1702,LOW,31.25,8,12,40.0,Active Learning|Billing software|Database software|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Monitoring|Reading Comprehension|SAP software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1022,Research & Development,Healthcare Representative,4240,2,0.1167,LOW,62.5,11,8,57.89,Google Workspace software|HubSpot software|IBM SPSS Statistics|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1024,Research & Development,Healthcare Representative,10999,15,0.0854,LOW,62.5,13,6,68.42,Active Learning|Active Listening|Amazon Web Services AWS software|Microsoft Excel|Microsoft Outlook|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1025,Research & Development,Manufacturing Director,5003,2,0.1058,LOW,75.0,9,11,45.0,Active Listening|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1026,Research & Development,Manufacturing Director,12742,21,0.0832,LOW,81.25,12,8,60.0,Active Learning|Active Listening|Adobe Creative Cloud software|Amazon Web Services AWS software|Apple macOS|Microsoft Office software|Microsoft PowerPoint|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1027,Research & Development,Manufacturing Director,4227,3,0.0974,LOW,62.5,8,12,40.0,Active Learning|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1028,Research & Development,Laboratory Technician,3917,3,0.1436,LOW,62.5,8,12,40.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Database software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft Word|Monitoring|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1029,Sales,Manager,18303,1,0.0889,LOW,75.0,12,8,60.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Excel|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1030,Research & Development,Laboratory Technician,2380,1,0.3006,LOW,62.5,9,11,45.0,Active Learning|Commercial plate reader software|Critical Thinking|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1032,Research & Development,Manufacturing Director,13726,5,0.1363,LOW,62.5,14,6,70.0,Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1033,Research & Development,Healthcare Representative,4777,1,0.3834,MEDIUM,31.25,10,9,52.63,Active Learning|Google Workspace software|HubSpot software|IBM SPSS Statistics|Microsoft Excel|Reading Comprehension|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1034,Research & Development,Healthcare Representative,6385,8,0.1241,LOW,75.0,11,8,57.89,Active Learning|Apache Hadoop|Google Workspace software|IBM SPSS Statistics|Linux|Monitoring|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1035,Research & Development,Research Director,19973,21,0.0897,LOW,50.0,13,9,59.09,IBM SPSS Statistics|Learning Strategies|Mathematics|Microsoft Access|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1036,Sales,Sales Executive,6861,1,0.3832,MEDIUM,75.0,11,8,57.89,Active Learning|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1037,Sales,Sales Executive,4969,2,0.6801,HIGH,50.0,9,10,47.37,Adobe Acrobat|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1038,Sales,Manager,19845,32,0.5864,MEDIUM,62.5,15,5,75.0,Adobe Creative Cloud software|Adobe Photoshop|Autodesk AutoCAD|Microsoft Office software|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
1039,Sales,Sales Executive,13320,12,0.1054,LOW,93.75,12,7,63.16,Active Listening|Adobe Acrobat|Adobe Illustrator|Critical Thinking|Microsoft Office software|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1040,Sales,Sales Executive,6347,18,0.0961,LOW,68.75,11,8,57.89,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1042,Research & Development,Laboratory Technician,2743,17,0.5647,MEDIUM,68.75,12,8,60.0,Active Learning|Critical Thinking|MEDITECH software|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1043,Research & Development,Manufacturing Director,10880,21,0.131,LOW,68.75,12,8,60.0,Adobe Acrobat|Adobe Photoshop|Apache Hadoop|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
1044,Sales,Sales Representative,2342,2,0.1827,LOW,75.0,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1045,Sales,Manager,17650,9,0.0973,LOW,81.25,13,7,65.0,Active Listening|Apache Hadoop|Apple macOS|Microsoft Excel|Microsoft PowerPoint|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1046,Research & Development,Laboratory Technician,4025,8,0.1607,LOW,75.0,10,10,50.0,Active Learning|Active Listening|Database software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Word|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1047,Sales,Sales Executive,9725,15,0.1501,LOW,87.5,11,8,57.89,Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Office software|Microsoft Outlook|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1048,Sales,Manager,11904,6,0.1714,LOW,75.0,11,9,55.0,Active Learning|Atlassian Confluence|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1049,Human Resources,Human Resources,2177,6,0.2021,LOW,50.0,9,11,45.0,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Critical Thinking|Learning Strategies|Monitoring|Oracle HRIS|Reading Comprehension|Speaking|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1050,Sales,Sales Executive,7525,15,0.1395,LOW,50.0,14,5,73.68,Active Learning|Adobe Illustrator|Autodesk AutoCAD|Microsoft PowerPoint|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1052,Research & Development,Laboratory Technician,4834,1,0.5259,MEDIUM,56.25,10,10,50.0,Billing software|Data entry software|Google Docs|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1053,Research & Development,Research Scientist,2042,3,0.7453,HIGH,43.75,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|C|C++|Docker|Git|GitHub|Learning Strategies|Mathematics|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1055,Sales,Sales Representative,2220,1,0.3697,MEDIUM,81.25,7,12,36.84,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1056,Sales,Sales Representative,1052,1,0.6417,MEDIUM,68.75,7,12,36.84,Active Listening|Adobe Acrobat|Adobe Illustrator|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1060,Research & Development,Research Scientist,2821,2,0.1098,LOW,62.5,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Spark|Bash|Critical Thinking|Docker|Go|Learning Strategies|Monitoring|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1061,Research & Development,Research Director,19237,8,0.1495,LOW,75.0,15,7,68.18,Active Learning|Active Listening|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1062,Research & Development,Healthcare Representative,4107,4,0.1724,LOW,62.5,9,10,47.37,Amazon Web Services AWS software|Apache Hadoop|Google Workspace software|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1066,Sales,Sales Executive,8396,7,0.2026,LOW,56.25,9,10,47.37,Active Listening|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1068,Research & Development,Research Scientist,2007,5,0.1317,LOW,56.25,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|C++|Docker|Learning Strategies|Mathematics|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1069,Research & Development,Research Director,19627,2,0.0998,LOW,93.75,14,8,63.64,Active Learning|Adobe Acrobat|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1070,Sales,Sales Executive,10686,9,0.2479,LOW,62.5,10,9,52.63,Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1071,Research & Development,Research Scientist,2942,5,0.153,LOW,56.25,13,9,59.09,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|Bash|C++|Docker|Git|Mathematics,Critical Thinking & Complex Decision Making (C-SOFT-01)
1073,Research & Development,Manufacturing Director,8858,14,0.1943,LOW,75.0,11,9,55.0,Active Learning|Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1074,Research & Development,Manager,16756,9,0.0969,LOW,50.0,14,6,70.0,Active Learning|Amazon Web Services AWS software|Atlassian Confluence|Learning Strategies|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1076,Sales,Sales Executive,10798,1,0.146,LOW,75.0,11,8,57.89,Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1077,Sales,Sales Representative,2323,2,0.7524,HIGH,81.25,8,11,42.11,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1079,Research & Development,Laboratory Technician,1416,1,0.8594,HIGH,43.75,8,12,40.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|MEDITECH software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|SAP software|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1080,Research & Development,Research Scientist,4615,16,0.1225,LOW,50.0,13,9,59.09,Active Learning|Apache Hadoop|C|C++|Docker|Go|Monitoring|Reading Comprehension|Science,Applied Machine Learning & Deep Learning (C-TECH-03)
1081,Research & Development,Research Scientist,2461,10,0.2624,LOW,62.5,13,9,59.09,Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|Critical Thinking|GitHub|Go|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1082,Research & Development,Healthcare Representative,8722,10,0.1685,LOW,37.5,9,10,47.37,Active Learning|Critical Thinking|Google Analytics|Google Workspace software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1083,Research & Development,Laboratory Technician,3955,5,0.2215,LOW,31.25,9,11,45.0,Active Learning|Active Listening|Critical Thinking|Data entry software|Database software|Microsoft Excel|Microsoft Outlook|Microsoft Word|Monitoring|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1084,Research & Development,Manufacturing Director,9957,6,0.0962,LOW,62.5,9,11,45.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Atlassian JIRA|Learning Strategies|Microsoft PowerPoint|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1085,Research & Development,Research Scientist,3376,10,0.0733,LOW,75.0,11,11,50.0,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Kafka|Apache Spark|C|Critical Thinking|GitHub|Go|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1088,Research & Development,Healthcare Representative,8823,19,0.0911,LOW,56.25,11,8,57.89,Active Listening|Google Workspace software|IBM SPSS Statistics|Microsoft Excel|Microsoft Office software|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1092,Research & Development,Healthcare Representative,10322,11,0.0942,LOW,75.0,10,9,52.63,Apache Hadoop|Critical Thinking|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Microsoft Office software|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1094,Research & Development,Laboratory Technician,4621,3,0.1302,LOW,56.25,8,12,40.0,Active Learning|Billing software|Commercial plate reader software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1096,Research & Development,Manufacturing Director,10976,3,0.0635,LOW,68.75,13,7,65.0,Active Learning|Active Listening|Adobe Creative Cloud software|Amazon Web Services AWS software|Apple macOS|Microsoft Excel|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1097,Research & Development,Research Scientist,3660,8,0.1065,LOW,81.25,11,11,50.0,Ansible software|Apache Hadoop|Apache Kafka|C|C++|Docker|Git|Learning Strategies|Monitoring|Reading Comprehension|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
1098,Human Resources,Human Resources,10482,20,0.1265,LOW,56.25,13,7,65.0,Active Learning|Adobe Acrobat|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking|Workday software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1099,Research & Development,Healthcare Representative,7119,3,0.087,LOW,81.25,9,10,47.37,Active Learning|Google Analytics|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Office software|Monitoring|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1100,Sales,Sales Executive,9582,8,0.6258,MEDIUM,56.25,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Reading Comprehension|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1101,Research & Development,Research Scientist,4508,13,0.5728,MEDIUM,50.0,12,10,54.55,Active Listening|Apache Kafka|Apache Spark|Bash|C|Docker|Git|Learning Strategies|Mathematics|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1102,Research & Development,Laboratory Technician,2207,4,0.1598,LOW,68.75,8,12,40.0,Active Learning|Active Listening|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1103,Research & Development,Healthcare Representative,7756,6,0.0955,LOW,68.75,9,10,47.37,Active Listening|Apache Hadoop|Google Analytics|Google Workspace software|Intuit QuickBooks|Linux|Microsoft Excel|Microsoft Office software|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1105,Sales,Sales Executive,6694,1,0.3084,LOW,81.25,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1106,Research & Development,Laboratory Technician,3691,7,0.6262,MEDIUM,81.25,9,11,45.0,Active Learning|Active Listening|Billing software|Data entry software|Google Docs|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1107,Research & Development,Laboratory Technician,2377,1,0.7721,HIGH,62.5,8,12,40.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1108,Research & Development,Research Scientist,2313,2,0.8714,HIGH,43.75,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Critical Thinking|Docker|GitHub|Go|Learning Strategies|Monitoring|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1109,Research & Development,Manager,17665,22,0.1006,LOW,75.0,13,7,65.0,Active Listening|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1111,Research & Development,Laboratory Technician,2596,1,0.7386,HIGH,37.5,8,12,40.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Word|Reading Comprehension|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1113,Sales,Sales Executive,4728,0,0.3359,LOW,87.5,8,11,42.11,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1114,Sales,Sales Executive,4302,3,0.1251,LOW,75.0,8,11,42.11,Active Learning|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1115,Research & Development,Research Scientist,2979,0,0.1019,LOW,81.25,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|C|Git|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1116,Research & Development,Manager,16885,5,0.0474,LOW,75.0,14,6,70.0,Active Listening|Adobe Acrobat|Apple macOS|Atlassian Confluence|Learning Strategies|Microsoft PowerPoint,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1117,Sales,Sales Executive,5593,15,0.1012,LOW,68.75,10,9,52.63,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1118,Research & Development,Healthcare Representative,10445,8,0.0999,LOW,68.75,11,8,57.89,Active Listening|Amazon Web Services AWS software|Critical Thinking|IBM SPSS Statistics|Microsoft Office software|Monitoring|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1119,Sales,Sales Executive,8740,8,0.2521,LOW,62.5,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1120,Research & Development,Research Scientist,2514,7,0.1226,LOW,68.75,11,11,50.0,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Spark|C|Docker|Git|GitHub|Go|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1121,Research & Development,Manufacturing Director,7655,9,0.0878,LOW,68.75,10,10,50.0,Adobe Acrobat|Adobe Creative Cloud software|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
1124,Sales,Manager,17465,12,0.152,LOW,68.75,13,7,65.0,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Atlassian JIRA|Microsoft Office software|Microsoft PowerPoint,Critical Thinking & Complex Decision Making (C-SOFT-01)
1125,Sales,Sales Executive,7351,1,0.2344,LOW,75.0,9,10,47.37,Active Learning|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Reading Comprehension|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1126,Research & Development,Manufacturing Director,10820,8,0.1373,LOW,62.5,12,8,60.0,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Atlassian JIRA|Learning Strategies|Microsoft Office software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1127,Research & Development,Healthcare Representative,12169,18,0.5375,MEDIUM,75.0,12,7,63.16,Active Listening|Apache Hadoop|Critical Thinking|Microsoft Excel|Microsoft Outlook|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1128,Research & Development,Research Director,19626,20,0.078,LOW,56.25,13,9,59.09,ESRI ArcGIS software|IBM SPSS Statistics|Learning Strategies|Microsoft Access|Microsoft Office software|Microsoft Project|Microsoft SharePoint|Microsoft Visio|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
1131,Research & Development,Research Scientist,2070,2,0.376,MEDIUM,68.75,9,13,40.91,Active Learning|Active Listening|Apache Spark|Bash|C++|Docker|Git|GitHub|Learning Strategies|Mathematics|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1132,Research & Development,Laboratory Technician,6782,5,0.1517,LOW,68.75,10,10,50.0,Active Learning|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft Word|Reading Comprehension|SAP software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1133,Research & Development,Manufacturing Director,7779,11,0.0852,LOW,56.25,12,8,60.0,Adobe Creative Cloud software|Apache Hadoop|Atlassian Confluence|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1135,Sales,Sales Representative,2791,2,0.223,LOW,75.0,8,11,42.11,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1136,Research & Development,Research Scientist,3201,5,0.3402,LOW,37.5,10,12,45.45,Active Listening|Ansible software|Apache Kafka|C|C++|Critical Thinking|GitHub|Go|Monitoring|Reading Comprehension|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1137,Sales,Sales Executive,4968,5,0.1193,LOW,93.75,8,11,42.11,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1138,Sales,Sales Executive,13120,9,0.22,LOW,62.5,12,7,63.16,Adobe Creative Cloud software|Adobe Illustrator|Critical Thinking|Monitoring|Reading Comprehension|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1140,Research & Development,Manufacturing Director,4033,3,0.168,LOW,87.5,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
